! FILETYPE CSV
! VERSION 1.0,1
! TIMESTAMP Wednesday, 29 November 2017 10:36:40
! NAME Agilent Technologies
! MODEL N9912A
! SERIAL MY51464276
! FIRMWARE_VERSION A.05.34
! CORRECTION 
! GPS Latitude: 
! GPS Longitude: 
! GPS TimeStamp: 0001-01-01 00:00:00Z
! GPS Seconds Since Last Read: 0
! CHECKSUM 0221935183
! DATA Freq,SA Clear-Write,SA Blank,SA Blank,SA Blank
! FREQ UNIT Hz
! DATA UNIT dBm
BEGIN
100000,-76.507209777832,0,0,0
174750,-85.0908508300781,0,0,0
249500,-86.1780395507813,0,0,0
324250,-73.7955474853516,0,0,0
399000,-76.1639022827148,0,0,0
473750,-87.9356384277344,0,0,0
548500,-77.6375503540039,0,0,0
623250,-80.117301940918,0,0,0
698000,-52.949821472168,0,0,0
772750,-65.6365661621094,0,0,0
847500,-66.1126556396484,0,0,0
922250,-27.6242504119873,0,0,0
997000,-73.6402969360352,0,0,0
1071750,-81.9052429199219,0,0,0
1146500,-88.1878356933594,0,0,0
1221250,-74.3920364379883,0,0,0
1296000,-90.5850143432617,0,0,0
1370750,-90.1853408813477,0,0,0
1445500,-89.8591766357422,0,0,0
1520250,-91.7934417724609,0,0,0
1595000,-89.0360412597656,0,0,0
1669750,-90.4543533325195,0,0,0
1744500,-88.4273147583008,0,0,0
1819250,-92.4552993774414,0,0,0
1894000,-91.668098449707,0,0,0
1968750,-92.0801696777344,0,0,0
2043500,-93.5747146606445,0,0,0
2118250,-93.2471694946289,0,0,0
2193000,-87.4243927001953,0,0,0
2267750,-95.4659957885742,0,0,0
2342500,-97.2582778930664,0,0,0
2417250,-94.8614273071289,0,0,0
2492000,-96.2247314453125,0,0,0
2566750,-96.0046997070313,0,0,0
2641500,-96.7782897949219,0,0,0
2716250,-98.4062347412109,0,0,0
2791000,-99.3911590576172,0,0,0
2865750,-96.7380218505859,0,0,0
2940500,-98.4239349365234,0,0,0
3015250,-91.0317840576172,0,0,0
3090000,-100.48291015625,0,0,0
3164750,-98.9367141723633,0,0,0
3239500,-101.723152160645,0,0,0
3314250,-102.15055847168,0,0,0
3389000,-100.292892456055,0,0,0
3463750,-99.7341690063477,0,0,0
3538500,-102.622039794922,0,0,0
3613250,-101.168327331543,0,0,0
3688000,-100.664649963379,0,0,0
3762750,-102.369743347168,0,0,0
3837500,-102.529815673828,0,0,0
3912250,-102.057929992676,0,0,0
3987000,-101.660041809082,0,0,0
4061750,-102.790702819824,0,0,0
4136500,-104.087982177734,0,0,0
4211250,-104.671897888184,0,0,0
4286000,-103.139099121094,0,0,0
4360750,-104.87345123291,0,0,0
4435500,-98.2606048583984,0,0,0
4510250,-102.698356628418,0,0,0
4585000,-103.203132629395,0,0,0
4659750,-104.257347106934,0,0,0
4734500,-102.871322631836,0,0,0
4809250,-77.7954406738281,0,0,0
4884000,-94.3699417114258,0,0,0
4958750,-103.61580657959,0,0,0
5033500,-59.4284934997559,0,0,0
5108250,-107.265411376953,0,0,0
5183000,-107.918334960937,0,0,0
5257750,-108.174156188965,0,0,0
5332500,-106.746292114258,0,0,0
5407250,-106.482894897461,0,0,0
5482000,-104.102363586426,0,0,0
5556750,-107.785209655762,0,0,0
5631500,-110.379898071289,0,0,0
5706250,-101.400413513184,0,0,0
5781000,-109.074066162109,0,0,0
5855750,-107.815658569336,0,0,0
5930500,-88.3210983276367,0,0,0
6005250,-75.7143707275391,0,0,0
6080000,-80.705940246582,0,0,0
6154750,-85.0337524414063,0,0,0
6229500,-95.1941299438477,0,0,0
6304250,-104.105949401855,0,0,0
6379000,-107.851417541504,0,0,0
6453750,-106.113609313965,0,0,0
6528500,-100.219680786133,0,0,0
6603250,-105.534194946289,0,0,0
6678000,-110.029876708984,0,0,0
6752750,-103.930168151855,0,0,0
6827500,-101.16414642334,0,0,0
6902250,-110.917152404785,0,0,0
6977000,-92.5489044189453,0,0,0
7051750,-95.5080642700195,0,0,0
7126500,-101.658615112305,0,0,0
7201250,-82.7541885375977,0,0,0
7276000,-73.2264633178711,0,0,0
7350750,-59.1512336730957,0,0,0
7425500,-52.4732322692871,0,0,0
7500250,-88.6896591186523,0,0,0
7575000,-88.507080078125,0,0,0
7649750,-92.5432891845703,0,0,0
7724500,-109.793739318848,0,0,0
7799250,-107.938743591309,0,0,0
7874000,-105.98038482666,0,0,0
7948750,-107.770500183105,0,0,0
8023500,-103.689720153809,0,0,0
8098250,-96.5859985351563,0,0,0
8173000,-98.763069152832,0,0,0
8247750,-94.0111999511719,0,0,0
8322500,-104.776710510254,0,0,0
8397250,-108.156021118164,0,0,0
8472000,-87.4538803100586,0,0,0
8546750,-103.701148986816,0,0,0
8621500,-107.977470397949,0,0,0
8696250,-100.512084960937,0,0,0
8771000,-87.6456909179688,0,0,0
8845750,-108.857231140137,0,0,0
8920500,-107.808479309082,0,0,0
8995250,-91.5554885864258,0,0,0
9070000,-108.269821166992,0,0,0
9144750,-108.022926330566,0,0,0
9219500,-108.666656494141,0,0,0
9294250,-108.410209655762,0,0,0
9369000,-102.584251403809,0,0,0
9443750,-67.4864044189453,0,0,0
9518500,-73.2603378295898,0,0,0
9593250,-72.9006423950195,0,0,0
9668000,-75.8146743774414,0,0,0
9742750,-64.8895416259766,0,0,0
9817500,-73.3022232055664,0,0,0
9892250,-100.162521362305,0,0,0
9967000,-91.2108535766602,0,0,0
10041750,-109.601402282715,0,0,0
10116500,-108.295295715332,0,0,0
10191250,-94.3029937744141,0,0,0
10266000,-108.373870849609,0,0,0
10340750,-109.981353759766,0,0,0
